time	sig 0	sig 1
  6.562	 -0.255	 -0.035
  6.570	 -0.305	 -0.065
  6.578	 -0.315	 -0.065
  6.586	 -0.335	 -0.055
  6.594	 -0.335	 -0.065
  6.602	 -0.315	 -0.085
  6.609	 -0.315	 -0.085
  6.617	 -0.285	 -0.085
  6.625	 -0.265	 -0.105
  6.633	 -0.255	 -0.105
  6.641	 -0.255	 -0.115
  6.648	 -0.215	 -0.115
  6.656	 -0.185	 -0.145
  6.664	 -0.145	 -0.145
  6.672	 -0.165	 -0.135
  6.680	 -0.145	 -0.195
  6.688	 -0.125	 -0.215
  6.695	 -0.125	 -0.235
  6.703	 -0.095	 -0.255
  6.711	 -0.125	 -0.265
  6.719	 -0.155	 -0.295
  6.727	 -0.145	 -0.305
  6.734	 -0.205	 -0.315
  6.742	 -0.215	 -0.300
  6.750	 -0.215	 -0.270
  6.758	 -0.175	 -0.210
  6.766	 -0.195	 -0.170
  6.773	 -0.085	 -0.130
  6.781	 -0.055	 -0.100
  6.789	 -0.095	 -0.060
  6.797	 -0.085	 -0.040
  6.805	 -0.115	 -0.020
  6.812	 -0.125	 -0.010
  6.820	 -0.115	  0.000
  6.828	 -0.125	 -0.010
  6.836	 -0.145	 -0.010
  6.844	 -0.125	 -0.010
  6.852	 -0.105	  0.000
  6.859	 -0.105	  0.000
  6.867	 -0.115	  0.000
  6.875	 -0.105	 -0.010
  6.883	 -0.075	 -0.010
  6.891	 -0.085	 -0.020
  6.898	 -0.095	 -0.020
  6.906	 -0.095	 -0.020
  6.914	 -0.075	 -0.010
  6.922	 -0.085	 -0.020
  6.930	 -0.105	 -0.015
  6.938	 -0.095	 -0.015
  6.945	 -0.085	 -0.015
  6.953	 -0.085	  0.005
  6.961	 -0.095	  0.005
  6.969	 -0.115	 -0.025
  6.977	 -0.085	 -0.015
  6.984	 -0.105	  0.015
  6.992	 -0.055	  0.025
  7.000	 -0.045	  0.035
  7.008	 -0.005	  0.045
  7.016	  0.015	  0.045
  7.023	  0.065	 -0.005
  7.031	  0.035	 -0.045
  7.039	  0.015	 -0.075
  7.047	 -0.025	 -0.035
  7.055	 -0.045	 -0.015
  7.062	 -0.085	 -0.005
  7.070	 -0.075	 -0.015
  7.078	 -0.105	 -0.015
  7.086	 -0.155	 -0.035
  7.094	 -0.185	 -0.045
  7.102	 -0.145	 -0.015
  7.109	 -0.135	 -0.025
  7.117	 -0.145	 -0.035
  7.125	 -0.115	  0.035
  7.133	 -0.645	  0.135
  7.141	 -0.675	 -0.105
  7.148	  0.275	 -0.625
  7.156	  1.925	 -0.235
  7.164	  2.745	  0.175
  7.172	  2.535	  0.905
  7.180	  1.725	  0.045
  7.188	  0.045	 -0.845
  7.195	 -0.335	 -0.395
  7.203	 -0.265	 -0.095
  7.211	 -0.265	 -0.065
  7.219	 -0.285	 -0.085
  7.227	 -0.285	 -0.095
  7.234	 -0.315	 -0.075
  7.242	 -0.295	 -0.095
  7.250	 -0.275	 -0.095
  7.258	 -0.275	 -0.065
  7.266	 -0.265	 -0.115
  7.273	 -0.235	 -0.125
  7.281	 -0.225	 -0.135
  7.289	 -0.195	 -0.155
  7.297	 -0.175	 -0.155
  7.305	 -0.155	 -0.175
  7.312	 -0.145	 -0.195
  7.320	 -0.205	 -0.195
  7.328	 -0.125	 -0.235
  7.336	 -0.105	 -0.275
  7.344	 -0.105	 -0.295
  7.352	 -0.095	 -0.305
  7.359	 -0.125	 -0.295
  7.367	 -0.115	 -0.305
  7.375	 -0.145	 -0.305
  7.383	 -0.165	 -0.295
  7.391	 -0.145	 -0.265
  7.398	 -0.135	 -0.225
  7.406	 -0.085	 -0.205
  7.414	 -0.065	 -0.115
  7.422	 -0.065	 -0.095
  7.430	 -0.085	 -0.095
  7.438	 -0.095	 -0.045
  7.445	 -0.085	 -0.025
  7.453	 -0.075	 -0.005
  7.461	 -0.115	 -0.015
  7.469	 -0.115	 -0.005
  7.477	 -0.135	 -0.005
  7.484	 -0.105	 -0.015
  7.492	 -0.145	 -0.005
  7.500	 -0.115	 -0.015
  7.508	 -0.125	 -0.005
  7.516	 -0.135	  0.005
  7.523	 -0.125	 -0.025
  7.531	 -0.145	 -0.015
  7.539	 -0.085	 -0.005
  7.547	 -0.095	  0.005
  7.555	 -0.145	 -0.025
  7.562	 -0.105	 -0.025
  7.570	 -0.105	 -0.015
  7.578	 -0.105	  0.015
  7.586	 -0.145	 -0.015
  7.594	 -0.105	 -0.035
  7.602	 -0.135	 -0.015
  7.609	 -0.125	  0.005
  7.617	 -0.085	  0.015
  7.625	 -0.075	  0.015
  7.633	 -0.085	  0.025
  7.641	 -0.105	  0.055
  7.648	  0.005	  0.055
  7.656	  0.065	  0.005
  7.664	 -0.015	 -0.025
  7.672	 -0.085	 -0.045
  7.680	 -0.105	 -0.045
  7.688	 -0.105	 -0.025
  7.695	 -0.105	 -0.005
  7.703	 -0.155	 -0.025
  7.711	 -0.165	 -0.035
  7.719	 -0.185	 -0.045
  7.727	 -0.195	 -0.045
  7.734	 -0.185	 -0.025
  7.742	 -0.185	 -0.025
  7.750	 -0.165	 -0.035
  7.758	 -0.165	  0.045
  7.766	 -0.745	  0.165
  7.773	 -0.685	 -0.025
  7.781	  0.545	 -0.415
  7.789	  2.165	 -0.205
  7.797	  2.835	  0.005
  7.805	  2.635	  0.545
  7.812	  1.655	 -0.095
  7.820	 -0.015	 -0.825
  7.828	 -0.415	 -0.415
  7.836	 -0.245	 -0.085
  7.844	 -0.295	 -0.035
  7.852	 -0.335	 -0.045
  7.859	 -0.325	 -0.065
  7.867	 -0.325	 -0.045
  7.875	 -0.335	 -0.055
  7.883	 -0.315	 -0.075
  7.891	 -0.285	 -0.065
  7.898	 -0.255	 -0.075
  7.906	 -0.265	 -0.085
  7.914	 -0.265	 -0.095
  7.922	 -0.215	 -0.085
  7.930	 -0.205	 -0.115
  7.938	 -0.195	 -0.125
  7.945	 -0.165	 -0.135
  7.953	 -0.125	 -0.125
  7.961	 -0.145	 -0.175
  7.969	 -0.155	 -0.215
  7.977	 -0.145	 -0.215
  7.984	 -0.125	 -0.235
  7.992	 -0.215	 -0.255
  8.000	 -0.165	 -0.255
  8.008	 -0.175	 -0.225
  8.016	 -0.195	 -0.205
  8.023	 -0.165	 -0.175
  8.031	 -0.155	 -0.145
  8.039	 -0.125	 -0.125
  8.047	 -0.095	 -0.085
  8.055	 -0.105	 -0.055
  8.062	 -0.095	 -0.035
  8.070	 -0.135	 -0.015
  8.078	 -0.135	  0.005
  8.086	 -0.135	  0.015
  8.094	 -0.165	 -0.015
  8.102	 -0.135	 -0.005
  8.109	 -0.135	  0.015
  8.117	 -0.135	  0.015
  8.125	 -0.145	 -0.005
  8.133	 -0.145	  0.005
  8.141	 -0.135	  0.015
  8.148	 -0.145	  0.005
  8.156	 -0.125	 -0.015
  8.164	 -0.115	 -0.015
  8.172	 -0.105	 -0.005
  8.180	 -0.135	 -0.005
  8.188	 -0.115	 -0.005
  8.195	 -0.105	 -0.015
  8.203	 -0.145	  0.005
  8.211	 -0.135	  0.005
  8.219	 -0.135	  0.005
  8.227	 -0.125	 -0.025
  8.234	 -0.125	  0.005
  8.242	 -0.085	  0.055
  8.250	 -0.075	  0.055
  8.258	 -0.065	  0.075
  8.266	  0.015	  0.065
  8.273	  0.045	 -0.005
  8.281	  0.005	 -0.035
  8.289	 -0.035	 -0.055
  8.297	 -0.085	 -0.015
  8.305	 -0.115	  0.005
  8.312	 -0.115	 -0.005
  8.320	 -0.125	 -0.015
  8.328	 -0.145	 -0.015
  8.336	 -0.195	 -0.035
  8.344	 -0.205	 -0.025
  8.352	 -0.175	 -0.025
  8.359	 -0.145	 -0.015
  8.367	 -0.155	 -0.025
  8.375	 -0.265	  0.135
  8.383	 -0.755	  0.185
  8.391	 -0.545	 -0.105
  8.398	  0.695	 -0.405
  8.406	  2.195	 -0.255
  8.414	  2.715	  0.085
  8.422	  2.535	  0.455
  8.430	  1.145	 -0.745
  8.438	 -0.135	 -0.745
  8.445	 -0.245	 -0.165
  8.453	 -0.215	  0.005
  8.461	 -0.265	  0.005
  8.469	 -0.355	 -0.035
  8.477	 -0.335	 -0.035
  8.484	 -0.305	 -0.015
  8.492	 -0.315	 -0.025
  8.500	 -0.295	 -0.055
  8.508	 -0.295	 -0.065
  8.516	 -0.275	 -0.045
  8.523	 -0.255	 -0.055
  8.531	 -0.255	 -0.065
  8.539	 -0.205	 -0.065
  8.547	 -0.165	 -0.085
  8.555	 -0.145	 -0.105
  8.562	 -0.145	 -0.125
  8.570	 -0.125	 -0.135
  8.578	 -0.105	 -0.115
  8.586	 -0.115	 -0.175
  8.594	 -0.135	 -0.215
  8.602	 -0.135	 -0.215
  8.609	 -0.125	 -0.205
  8.617	 -0.185	 -0.225
  8.625	 -0.215	 -0.225
  8.633	 -0.235	 -0.215
  8.641	 -0.205	 -0.175
  8.648	 -0.195	 -0.145
  8.656	 -0.165	 -0.115
  8.664	 -0.135	 -0.065
  8.672	 -0.135	 -0.025
  8.680	 -0.125	 -0.025
  8.688	 -0.135	 -0.025
  8.695	 -0.135	  0.035
  8.703	 -0.135	  0.015
  8.711	 -0.145	 -0.005
  8.719	 -0.135	 -0.005
  8.727	 -0.135	  0.035
  8.734	 -0.135	  0.025
  8.742	 -0.125	  0.005
  8.750	 -0.115	  0.005
  8.758	 -0.145	 -0.005
  8.766	 -0.105	  0.025
  8.773	 -0.115	 -0.005
  8.781	 -0.135	  0.005
  8.789	 -0.135	  0.005
  8.797	 -0.095	  0.015
  8.805	 -0.125	  0.025
  8.812	 -0.155	 -0.005
  8.820	 -0.135	 -0.035
  8.828	 -0.135	 -0.005
  8.836	 -0.115	 -0.005
  8.844	 -0.135	 -0.015
  8.852	 -0.105	  0.035
  8.859	 -0.085	  0.005
  8.867	 -0.025	  0.025
  8.875	 -0.045	  0.055
  8.883	 -0.105	  0.075
  8.891	 -0.005	  0.085
  8.898	  0.075	  0.005
  8.906	 -0.005	 -0.025
  8.914	 -0.045	 -0.065
  8.922	 -0.105	 -0.025
  8.930	 -0.095	 -0.015
  8.938	 -0.125	  0.025
  8.945	 -0.095	 -0.005
  8.953	 -0.135	 -0.015
  8.961	 -0.205	 -0.015
  8.969	 -0.195	 -0.035
  8.977	 -0.185	 -0.015
  8.984	 -0.175	 -0.015
  8.992	 -0.185	 -0.035
  9.000	 -0.145	  0.025
  9.008	 -0.675	  0.215
  9.016	 -0.765	 -0.045
  9.023	  0.335	 -0.585
  9.031	  2.115	 -0.325
  9.039	  2.855	  0.125
  9.047	  2.615	  0.635
  9.055	  1.305	 -0.575
  9.062	 -0.095	 -0.825
  9.070	 -0.265	 -0.215
  9.078	 -0.265	 -0.015
  9.086	 -0.285	 -0.025
  9.094	 -0.325	 -0.045
  9.102	 -0.355	 -0.025
  9.109	 -0.305	 -0.055
  9.117	 -0.325	 -0.055
  9.125	 -0.305	 -0.045
  9.133	 -0.305	 -0.085
  9.141	 -0.285	 -0.055
  9.148	 -0.245	 -0.095
  9.156	 -0.235	 -0.105
  9.164	 -0.205	 -0.085
  9.172	 -0.225	 -0.115
  9.180	 -0.135	 -0.145
  9.188	 -0.175	 -0.145
  9.195	 -0.125	 -0.165
  9.203	 -0.075	 -0.165
  9.211	 -0.085	 -0.195
  9.219	 -0.095	 -0.215
  9.227	 -0.105	 -0.255
  9.234	 -0.145	 -0.235
  9.242	 -0.115	 -0.275
  9.250	 -0.185	 -0.275
  9.258	 -0.195	 -0.265
  9.266	 -0.195	 -0.215
  9.273	 -0.205	 -0.215
  9.281	 -0.135	 -0.175
  9.289	 -0.105	 -0.085
  9.297	 -0.135	 -0.075
  9.305	 -0.105	 -0.065
  9.312	 -0.135	 -0.035
  9.320	 -0.135	 -0.015
  9.328	 -0.155	  0.005
  9.336	 -0.135	  0.005
  9.344	 -0.125	 -0.035
  9.352	 -0.135	 -0.025
  9.359	 -0.185	  0.005
  9.367	 -0.165	  0.005
  9.375	 -0.125	 -0.025
  9.383	 -0.145	 -0.015
  9.391	 -0.115	  0.005
  9.398	 -0.125	  0.015
  9.406	 -0.165	  0.005
  9.414	 -0.125	 -0.015
  9.422	 -0.155	 -0.015
  9.430	 -0.145	 -0.005
  9.438	 -0.165	 -0.035
  9.445	 -0.145	  0.015
  9.453	 -0.135	  0.005
  9.461	 -0.155	 -0.025
  9.469	 -0.155	 -0.025
  9.477	 -0.175	 -0.015
  9.484	 -0.145	 -0.005
  9.492	 -0.175	 -0.005
  9.500	 -0.145	 -0.015
  9.508	 -0.095	  0.015
  9.516	 -0.055	  0.045
  9.523	 -0.085	  0.055
  9.531	 -0.055	  0.045
  9.539	  0.055	  0.005
  9.547	 -0.045	 -0.005
  9.555	 -0.075	 -0.045
  9.562	 -0.105	 -0.035
  9.570	 -0.105	 -0.015
  9.578	 -0.135	  0.025
  9.586	 -0.195	  0.005
  9.594	 -0.195	 -0.035
  9.602	 -0.205	 -0.035
  9.609	 -0.185	 -0.015
  9.617	 -0.195	 -0.025
  9.625	 -0.205	 -0.015
  9.633	 -0.195	 -0.035
  9.641	 -0.175	  0.025
  9.648	 -0.565	  0.195
  9.656	 -0.735	 -0.055
  9.664	  0.045	 -0.575
  9.672	  1.855	 -0.335
  9.680	  2.745	  0.145
  9.688	  2.595	  0.745
  9.695	  1.645	 -0.155
  9.703	  0.085	 -0.725
  9.711	 -0.305	 -0.365
  9.719	 -0.275	 -0.095
  9.727	 -0.285	 -0.045
  9.734	 -0.335	 -0.055
  9.742	 -0.355	 -0.055
  9.750	 -0.355	 -0.075
  9.758	 -0.335	 -0.085
  9.766	 -0.355	 -0.055
  9.773	 -0.315	 -0.105
  9.781	 -0.295	 -0.095
  9.789	 -0.275	 -0.115
  9.797	 -0.235	 -0.125
  9.805	 -0.235	 -0.135
  9.812	 -0.225	 -0.135
  9.820	 -0.205	 -0.155
  9.828	 -0.185	 -0.185
  9.836	 -0.185	 -0.205
  9.844	 -0.165	 -0.235
  9.852	 -0.125	 -0.275
  9.859	 -0.135	 -0.275
  9.867	 -0.135	 -0.315
  9.875	 -0.145	 -0.345
  9.883	 -0.145	 -0.315
  9.891	 -0.175	 -0.325
  9.898	 -0.205	 -0.325
  9.906	 -0.185	 -0.295
  9.914	 -0.205	 -0.265
  9.922	 -0.125	 -0.205
  9.930	 -0.105	 -0.145
  9.938	 -0.115	 -0.105
  9.945	 -0.095	 -0.065
  9.953	 -0.125	 -0.045
  9.961	 -0.115	 -0.025
  9.969	 -0.135	 -0.015
  9.977	 -0.155	 -0.015
  9.984	 -0.155	  0.005
  9.992	 -0.165	 -0.005
 10.000	 -0.145	 -0.015
 10.008	 -0.125	  0.005
 10.016	 -0.145	 -0.005
 10.023	 -0.155	 -0.005
 10.031	 -0.165	 -0.005
 10.039	 -0.145	 -0.015
 10.047	 -0.185	 -0.005
 10.055	 -0.155	 -0.005
 10.062	 -0.135	  0.025
 10.070	 -0.145	 -0.015
 10.078	 -0.135	 -0.005
 10.086	 -0.145	 -0.005
 10.094	 -0.165	 -0.015
 10.102	 -0.165	 -0.005
 10.109	 -0.165	 -0.005
 10.117	 -0.135	 -0.015
 10.125	 -0.145	 -0.025
 10.133	 -0.175	 -0.005
 10.141	 -0.165	  0.025
 10.148	 -0.125	 -0.005
 10.156	 -0.135	  0.015
 10.164	 -0.155	  0.045
 10.172	 -0.095	  0.065
 10.180	 -0.055	  0.075
 10.188	  0.025	 -0.005
 10.195	 -0.015	 -0.025
 10.203	 -0.095	 -0.045
 10.211	 -0.135	 -0.035
 10.219	 -0.085	 -0.025
 10.227	 -0.135	  0.005
 10.234	 -0.145	 -0.015
 10.242	 -0.195	 -0.025
 10.250	 -0.215	 -0.015
 10.258	 -0.255	 -0.025
 10.266	 -0.235	 -0.025
 10.273	 -0.185	 -0.035
 10.281	 -0.205	 -0.035
 10.289	 -0.215	  0.065
 10.297	 -0.645	  0.145
 10.305	 -0.725	 -0.115
 10.312	  0.095	 -0.565
 10.320	  1.815	 -0.265
 10.328	  2.635	  0.135
 10.336	  2.475	  0.835
 10.344	  1.575	  0.145
 10.352	 -0.035	 -0.815
 10.359	 -0.395	 -0.425
 10.367	 -0.325	 -0.105
 10.375	 -0.325	 -0.065
 10.383	 -0.335	 -0.075
 10.391	 -0.345	 -0.055
 10.398	 -0.355	 -0.055
 10.406	 -0.365	 -0.085
 10.414	 -0.355	 -0.085
 10.422	 -0.335	 -0.105
 10.430	 -0.295	 -0.115
 10.438	 -0.295	 -0.135
 10.445	 -0.295	 -0.135
 10.453	 -0.265	 -0.135
 10.461	 -0.235	 -0.145
 10.469	 -0.235	 -0.175
 10.477	 -0.215	 -0.185
 10.484	 -0.205	 -0.195
 10.492	 -0.205	 -0.235
 10.500	 -0.205	 -0.275
 10.508	 -0.175	 -0.285
 10.516	 -0.155	 -0.285
 10.523	 -0.185	 -0.305
 10.531	 -0.205	 -0.325
 10.539	 -0.205	 -0.305
 10.547	 -0.235	 -0.275
 10.555	 -0.215	 -0.265
 10.562	 -0.215	 -0.255
 10.570	 -0.145	 -0.195
 10.578	 -0.145	 -0.135
 10.586	 -0.125	 -0.105
 10.594	 -0.165	 -0.085
 10.602	 -0.155	 -0.045
 10.609	 -0.195	 -0.055
 10.617	 -0.195	 -0.025
 10.625	 -0.215	 -0.025
 10.633	 -0.165	 -0.005
 10.641	 -0.215	  0.005
 10.648	 -0.195	 -0.015
 10.656	 -0.185	 -0.045
 10.664	 -0.155	 -0.025
 10.672	 -0.175	 -0.005
 10.680	 -0.175	 -0.015
 10.688	 -0.215	 -0.005
 10.695	 -0.185	 -0.045
 10.703	 -0.195	 -0.015
 10.711	 -0.195	 -0.015
 10.719	 -0.215	 -0.045
 10.727	 -0.205	 -0.025
 10.734	 -0.155	 -0.015
 10.742	 -0.155	 -0.025
 10.750	 -0.215	 -0.035
 10.758	 -0.235	 -0.035
 10.766	 -0.205	 -0.015
 10.773	 -0.195	 -0.045
 10.781	 -0.185	 -0.055
 10.789	 -0.175	 -0.025
 10.797	 -0.135	  0.015
 10.805	 -0.105	  0.035
 10.812	 -0.155	  0.025
 10.820	 -0.095	  0.045
 10.828	  0.005	  0.005
 10.836	 -0.085	 -0.035
 10.844	 -0.095	 -0.085
 10.852	 -0.135	 -0.065
 10.859	 -0.125	 -0.025
 10.867	 -0.175	 -0.025
 10.875	 -0.205	 -0.055
 10.883	 -0.215	 -0.035
 10.891	 -0.255	 -0.045
 10.898	 -0.265	 -0.055
 10.906	 -0.275	 -0.065
 10.914	 -0.215	 -0.045
 10.922	 -0.225	 -0.045
 10.930	 -0.195	  0.015
 10.938	 -0.645	  0.205
 10.945	 -0.755	  0.015
 10.953	  0.105	 -0.375
 10.961	  1.695	 -0.255
 10.969	  2.675	 -0.135
 10.977	  2.645	  0.455
 10.984	  2.185	  0.285
 10.992	  0.435	 -0.865
 11.000	 -0.365	 -0.575
 11.008	 -0.295	 -0.115
 11.016	 -0.375	 -0.025
 11.023	 -0.375	 -0.055
 11.031	 -0.355	 -0.055
 11.039	 -0.355	 -0.035
 11.047	 -0.395	 -0.035
 11.055	 -0.365	 -0.075
 11.062	 -0.325	 -0.085
 11.070	 -0.295	 -0.065
 11.078	 -0.295	 -0.065
 11.086	 -0.285	 -0.075
 11.094	 -0.275	 -0.105
 11.102	 -0.245	 -0.105
 11.109	 -0.255	 -0.105
 11.117	 -0.205	 -0.125
 11.125	 -0.225	 -0.145
 11.133	 -0.215	 -0.165
 11.141	 -0.155	 -0.165
 11.148	 -0.135	 -0.205
 11.156	 -0.155	 -0.235
 11.164	 -0.165	 -0.255
 11.172	 -0.175	 -0.245
 11.180	 -0.205	 -0.255
 11.188	 -0.205	 -0.245
 11.195	 -0.245	 -0.235
 11.203	 -0.215	 -0.205
 11.211	 -0.215	 -0.175
 11.219	 -0.175	 -0.125
 11.227	 -0.135	 -0.095
 11.234	 -0.135	 -0.055
 11.242	 -0.145	 -0.045
 11.250	 -0.145	 -0.025
 11.258	 -0.185	 -0.015
 11.266	 -0.195	 -0.005
 11.273	 -0.195	  0.015
 11.281	 -0.165	  0.005
 11.289	 -0.175	 -0.005
 11.297	 -0.175	 -0.005
 11.305	 -0.185	  0.015
 11.312	 -0.215	  0.005
 11.320	 -0.165	 -0.005
 11.328	 -0.155	 -0.005
 11.336	 -0.175	 -0.015
 11.344	 -0.205	 -0.015
 11.352	 -0.175	 -0.015
 11.359	 -0.175	 -0.015
 11.367	 -0.155	  0.005
 11.375	 -0.175	 -0.005
 11.383	 -0.185	 -0.015
 11.391	 -0.195	 -0.015
 11.398	 -0.175	 -0.015
 11.406	 -0.175	 -0.015
 11.414	 -0.205	 -0.015
 11.422	 -0.145	  0.005
 11.430	 -0.105	  0.045
 11.438	 -0.105	  0.055
 11.445	 -0.115	  0.075
 11.453	 -0.015	  0.075
 11.461	 -0.025	  0.005
 11.469	 -0.095	 -0.065
 11.477	 -0.125	 -0.065
 11.484	 -0.145	 -0.045
 11.492	 -0.165	 -0.015
 11.500	 -0.195	 -0.005
 11.508	 -0.175	 -0.025
 11.516	 -0.225	 -0.025
 11.523	 -0.225	 -0.025
 11.531	 -0.235	 -0.045
 11.539	 -0.235	 -0.025
 11.547	 -0.225	 -0.015
 11.555	 -0.205	 -0.005
 11.562	 -0.465	  0.185
 11.570	 -0.885	  0.095
 11.578	 -0.295	 -0.305
 11.586	  1.335	 -0.325
 11.594	  2.625	 -0.215
 11.602	  2.755	  0.405
 11.609	  2.255	  0.085
 11.617	  0.485	 -0.905
 11.625	 -0.325	 -0.495
 11.633	 -0.255	 -0.065
 11.641	 -0.285	  0.005
 11.648	 -0.335	 -0.005
 11.656	 -0.375	 -0.025
 11.664	 -0.415	 -0.035
 11.672	 -0.375	 -0.015
 11.680	 -0.345	 -0.025
 11.688	 -0.335	 -0.055
 11.695	 -0.355	 -0.065
 11.703	 -0.315	 -0.035
 11.711	 -0.265	 -0.055
 11.719	 -0.245	 -0.065
 11.727	 -0.225	 -0.075
 11.734	 -0.215	 -0.075
 11.742	 -0.235	 -0.105
 11.750	 -0.185	 -0.115
 11.758	 -0.165	 -0.145
 11.766	 -0.165	 -0.155
 11.773	 -0.135	 -0.175
 11.781	 -0.145	 -0.185
 11.789	 -0.145	 -0.215
 11.797	 -0.165	 -0.215
 11.805	 -0.195	 -0.225
 11.812	 -0.225	 -0.205
 11.820	 -0.235	 -0.215
 11.828	 -0.235	 -0.155
 11.836	 -0.215	 -0.135
 11.844	 -0.205	 -0.115
 11.852	 -0.185	 -0.065
 11.859	 -0.175	 -0.025
 11.867	 -0.125	 -0.005
 11.875	 -0.165	 -0.005
 11.883	 -0.185	  0.005
 11.891	 -0.205	  0.025
 11.898	 -0.185	  0.035
 11.906	 -0.175	  0.045
 11.914	 -0.185	  0.005
 11.922	 -0.165	  0.025
 11.930	 -0.185	  0.025
 11.938	 -0.165	  0.015
 11.945	 -0.175	  0.015
 11.953	 -0.165	  0.025
 11.961	 -0.155	  0.025
 11.969	 -0.165	  0.005
 11.977	 -0.135	  0.005
 11.984	 -0.185	  0.025
 11.992	 -0.165	  0.025
 12.000	 -0.165	  0.015
 12.008	 -0.145	  0.005
 12.016	 -0.125	  0.005
 12.023	 -0.165	  0.015
 12.031	 -0.175	  0.005
 12.039	 -0.195	 -0.005
 12.047	 -0.145	  0.015
 12.055	 -0.125	  0.035
 12.062	 -0.085	  0.045
 12.070	 -0.105	  0.085
 12.078	 -0.085	  0.095
 12.086	  0.005	  0.065
 12.094	 -0.005	 -0.005
 12.102	 -0.045	 -0.035
 12.109	 -0.085	 -0.025
 12.117	 -0.135	 -0.005
 12.125	 -0.125	  0.015
 12.133	 -0.135	  0.025
 12.141	 -0.155	 -0.005
 12.148	 -0.235	 -0.015
 12.156	 -0.255	 -0.015
 12.164	 -0.215	 -0.005
 12.172	 -0.195	  0.005
 12.180	 -0.205	 -0.005
 12.188	 -0.195	  0.005
 12.195	 -0.325	  0.185
 12.203	 -0.765	  0.115
 12.211	 -0.545	 -0.265
 12.219	  0.825	 -0.605
 12.227	  2.475	 -0.225
 12.234	  2.855	  0.515
 12.242	  2.355	  0.485
 12.250	  0.785	 -0.785
 12.258	 -0.235	 -0.605
 12.266	 -0.275	 -0.075
 12.273	 -0.295	  0.005
 12.281	 -0.335	 -0.025
 12.289	 -0.365	 -0.035
 12.297	 -0.375	 -0.025
 12.305	 -0.355	 -0.025
 12.312	 -0.355	 -0.055
 12.320	 -0.305	 -0.045
 12.328	 -0.285	 -0.045
 12.336	 -0.275	 -0.075
 12.344	 -0.265	 -0.075
 12.352	 -0.255	 -0.065
 12.359	 -0.225	 -0.075
 12.367	 -0.215	 -0.095
 12.375	 -0.155	 -0.115
 12.383	 -0.155	 -0.125
 12.391	 -0.115	 -0.145
 12.398	 -0.115	 -0.165
 12.406	 -0.125	 -0.195
 12.414	 -0.095	 -0.225
 12.422	 -0.085	 -0.245
 12.430	 -0.125	 -0.265
 12.438	 -0.125	 -0.275
 12.445	 -0.135	 -0.265
 12.453	 -0.175	 -0.235
 12.461	 -0.155	 -0.205
 12.469	 -0.115	 -0.175
 12.477	 -0.095	 -0.135
 12.484	 -0.085	 -0.085
 12.492	 -0.115	 -0.055
 12.500	 -0.095	 -0.025
 12.508	 -0.105	  0.005
 12.516	 -0.125	  0.005
 12.523	 -0.125	  0.025
 12.531	 -0.185	  0.015
 12.539	 -0.115	  0.015
 12.547	 -0.105	  0.025
 12.555	 -0.115	  0.025
 12.562	 -0.115	  0.015
 12.570	 -0.145	  0.015
 12.578	 -0.115	  0.025
 12.586	 -0.115	  0.025
 12.594	 -0.115	  0.005
 12.602	 -0.145	 -0.005
 12.609	 -0.125	  0.025
 12.617	 -0.105	  0.015
 12.625	 -0.115	  0.015
 12.633	 -0.135	  0.005
 12.641	 -0.185	  0.005
 12.648	 -0.125	  0.015
 12.656	 -0.115	  0.005
 12.664	 -0.105	  0.005
 12.672	 -0.185	  0.015
 12.680	 -0.055	  0.035
 12.688	 -0.045	  0.045
 12.695	 -0.075	  0.075
 12.703	 -0.035	  0.085
 12.711	  0.055	  0.025
 12.719	  0.025	 -0.035
 12.727	 -0.035	 -0.055
 12.734	 -0.115	 -0.015
 12.742	 -0.115	 -0.005
 12.750	 -0.135	  0.035
 12.758	 -0.105	 -0.005
 12.766	 -0.155	 -0.015
 12.773	 -0.215	 -0.015
 12.781	 -0.225	 -0.025
 12.789	 -0.215	 -0.015
 12.797	 -0.175	 -0.005
 12.805	 -0.145	 -0.025
 12.812	 -0.155	  0.055
 12.820	 -0.675	  0.195
 12.828	 -0.785	 -0.045
 12.836	  0.045	 -0.505
 12.844	  1.695	 -0.255
 12.852	  2.735	  0.055
 12.859	  2.635	  0.725
 12.867	  2.155	  0.395
 12.875	  0.425	 -0.825
 12.883	 -0.415	 -0.565
 12.891	 -0.345	 -0.125
 12.898	 -0.305	 -0.035
 12.906	 -0.345	 -0.065
 12.914	 -0.355	 -0.075
 12.922	 -0.355	 -0.075
 12.930	 -0.365	 -0.075
 12.938	 -0.325	 -0.075
 12.945	 -0.305	 -0.095
 12.953	 -0.305	 -0.075
 12.961	 -0.305	 -0.095
 12.969	 -0.285	 -0.125
 12.977	 -0.255	 -0.135
 12.984	 -0.255	 -0.125
 12.992	 -0.275	 -0.155
 13.000	 -0.195	 -0.185
 13.008	 -0.195	 -0.205
 13.016	 -0.155	 -0.205
 13.023	 -0.165	 -0.235
 13.031	 -0.165	 -0.265
 13.039	 -0.175	 -0.285
 13.047	 -0.175	 -0.295
 13.055	 -0.205	 -0.305
 13.062	 -0.225	 -0.305
 13.070	 -0.215	 -0.285
 13.078	 -0.235	 -0.265
 13.086	 -0.205	 -0.215
 13.094	 -0.165	 -0.195
 13.102	 -0.165	 -0.145
